id,timestamp,device_ip,sysName,ifInOctets,ifOutOctets,ifOutDiscards,ifInUcastPkts,ifInDiscards,ifOutUcastPkts,ipInReceives,ipInDelivers,ipOutRequests,ipOutDiscards,ipInDiscards,ipForwDatagrams,ipOutNoRoutes,ipInAddrErrors,label,if_name
5552,2025-10-01 14:52:16,192.168.99.4,S3.cisco.local,57436755,22021133,0,894510,0,343018,623,623,622,0,0,0,0,0,0,10001
5553,2025-10-01 14:52:31,192.168.99.1,R1.cisco.local,88081842,23122012,0,1361355,0,385302,10936,10621,4598,0,0,379947,315,0,0,2
5554,2025-10-01 14:52:31,192.168.99.2,S1.cisco.local,125323,168794,0,981,0,742,699,699,698,0,0,0,0,0,0,10004
5555,2025-10-01 14:52:31,192.168.99.2,S1.cisco.local,101459,161009,0,754,0,578,701,701,700,0,0,0,0,0,0,10009
5556,2025-10-01 14:52:31,192.168.99.3,S2.cisco.local,96656,207091,0,676,0,522,751,751,750,0,0,0,0,0,0,10002
5557,2025-10-01 14:52:31,192.168.99.3,S2.cisco.local,389496,370010,0,2841,0,2714,753,753,752,0,0,0,0,0,0,10007
5558,2025-10-01 14:52:31,192.168.99.3,S2.cisco.local,22050656,203592,0,343568,0,853,755,755,754,0,0,0,0,0,0,10011
5559,2025-10-01 14:52:31,192.168.99.4,S3.cisco.local,57438258,22022876,0,894521,0,343033,647,647,646,0,0,0,0,0,0,10001
5560,2025-10-01 14:52:46,192.168.99.1,R1.cisco.local,88105641,23142864,0,1361587,0,385502,10999,10684,4627,0,0,380115,315,0,0,2
5561,2025-10-01 14:52:46,192.168.99.2,S1.cisco.local,126169,169804,0,990,0,749,725,725,724,0,0,0,0,0,0,10004
5562,2025-10-01 14:52:46,192.168.99.2,S1.cisco.local,104314,163331,0,787,0,595,727,727,726,0,0,0,0,0,0,10009
5563,2025-10-01 14:52:47,192.168.99.3,S2.cisco.local,96656,208191,0,676,0,524,779,779,778,0,0,0,0,0,0,10002
5564,2025-10-01 14:52:47,192.168.99.3,S2.cisco.local,393266,374942,0,2876,0,2750,781,781,780,0,0,0,0,0,0,10007
5565,2025-10-01 14:52:47,192.168.99.3,S2.cisco.local,22052475,205285,0,343588,0,863,783,783,782,0,0,0,0,0,0,10011
5566,2025-10-01 14:52:47,192.168.99.4,S3.cisco.local,57438714,22023939,0,894526,0,343041,671,671,670,0,0,0,0,0,0,10001
5567,2025-10-01 14:53:02,192.168.99.1,R1.cisco.local,88129560,23163931,0,1361825,0,385711,11051,10736,4649,0,0,380298,315,0,0,2
5568,2025-10-01 14:53:02,192.168.99.2,S1.cisco.local,126797,170740,0,997,0,755,751,751,750,0,0,0,0,0,0,10004
5569,2025-10-01 14:53:02,192.168.99.2,S1.cisco.local,106685,165451,0,817,0,615,753,753,752,0,0,0,0,0,0,10009
5570,2025-10-01 14:53:02,192.168.99.3,S2.cisco.local,97633,209201,0,688,0,531,807,807,806,0,0,0,0,0,0,10002
5571,2025-10-01 14:53:02,192.168.99.3,S2.cisco.local,401845,384446,0,2955,0,2830,809,809,808,0,0,0,0,0,0,10007
5572,2025-10-01 14:53:02,192.168.99.3,S2.cisco.local,22053956,206359,0,343605,0,871,811,811,810,0,0,0,0,0,0,10011
5573,2025-10-01 14:53:02,192.168.99.4,S3.cisco.local,57439814,22026039,0,894539,0,343057,695,695,694,0,0,0,0,0,0,10001
5574,2025-10-01 14:53:17,192.168.99.1,R1.cisco.local,88152842,23183244,0,1362049,0,385898,11112,10797,4671,0,0,380460,315,0,0,2
5575,2025-10-01 14:53:18,192.168.99.2,S1.cisco.local,128595,172458,0,1018,0,765,777,777,776,0,0,0,0,0,0,10004
5576,2025-10-01 14:53:18,192.168.99.2,S1.cisco.local,107507,166364,0,827,0,621,779,779,778,0,0,0,0,0,0,10009
5577,2025-10-01 14:53:18,192.168.99.3,S2.cisco.local,98941,210359,0,704,0,540,835,835,834,0,0,0,0,0,0,10002
5578,2025-10-01 14:53:18,192.168.99.3,S2.cisco.local,410424,394014,0,3034,0,2911,837,837,836,0,0,0,0,0,0,10007
5579,2025-10-01 14:53:18,192.168.99.3,S2.cisco.local,22055620,207443,0,343624,0,879,839,839,838,0,0,0,0,0,0,10011
5580,2025-10-01 14:53:18,192.168.99.4,S3.cisco.local,57440013,22026871,0,894542,0,343062,719,719,718,0,0,0,0,0,0,10001
5581,2025-10-01 14:53:33,192.168.99.1,R1.cisco.local,88173683,23202036,0,1362247,0,386077,11151,10836,4690,0,0,380616,315,0,0,2
5582,2025-10-01 14:53:33,192.168.99.2,S1.cisco.local,129710,173468,0,1031,0,772,803,803,802,0,0,0,0,0,0,10004
5583,2025-10-01 14:53:33,192.168.99.2,S1.cisco.local,108171,167236,0,835,0,626,805,805,804,0,0,0,0,0,0,10009
5584,2025-10-01 14:53:33,192.168.99.3,S2.cisco.local,99967,211295,0,715,0,547,863,863,862,0,0,0,0,0,0,10002
5585,2025-10-01 14:53:33,192.168.99.3,S2.cisco.local,419067,403582,0,3114,0,2993,865,865,864,0,0,0,0,0,0,10007
5586,2025-10-01 14:53:33,192.168.99.3,S2.cisco.local,22056191,208315,0,343630,0,885,867,867,866,0,0,0,0,0,0,10011
5587,2025-10-01 14:53:33,192.168.99.4,S3.cisco.local,57440013,22027447,0,894542,0,343063,743,743,742,0,0,0,0,0,0,10001
5588,2025-10-01 14:53:48,192.168.99.1,R1.cisco.local,88195328,23221458,0,1362455,0,386259,11201,10886,4712,0,0,380772,315,0,0,2
5589,2025-10-01 14:53:49,192.168.99.2,S1.cisco.local,130180,174266,0,1036,0,777,829,829,828,0,0,0,0,0,0,10004
5590,2025-10-01 14:53:49,192.168.99.2,S1.cisco.local,109872,168954,0,855,0,637,831,831,830,0,0,0,0,0,0,10009
5591,2025-10-01 14:53:49,192.168.99.3,S2.cisco.local,101557,212849,0,733,0,555,891,891,890,0,0,0,0,0,0,10002
5592,2025-10-01 14:53:49,192.168.99.3,S2.cisco.local,427646,413546,0,3193,0,3073,893,893,892,0,0,0,0,0,0,10007
5593,2025-10-01 14:53:49,192.168.99.3,S2.cisco.local,22057023,209638,0,343639,0,890,895,895,894,0,0,0,0,0,0,10011
5594,2025-10-01 14:53:49,192.168.99.4,S3.cisco.local,57440013,22028087,0,894542,0,343065,767,767,766,0,0,0,0,0,0,10001
5595,2025-10-01 14:54:04,192.168.99.1,R1.cisco.local,88218854,23240330,0,1362679,0,386439,11268,10953,4733,0,0,380928,315,0,0,2
5596,2025-10-01 14:54:04,192.168.99.2,S1.cisco.local,131026,175698,0,1045,0,783,855,855,854,0,0,0,0,0,0,10004
5597,2025-10-01 14:54:04,192.168.99.2,S1.cisco.local,109955,169604,0,856,0,639,857,857,856,0,0,0,0,0,0,10009
5598,2025-10-01 14:54:04,192.168.99.3,S2.cisco.local,102215,215963,0,741,0,560,919,919,918,0,0,0,0,0,0,10002
5599,2025-10-01 14:54:04,192.168.99.3,S2.cisco.local,438487,423114,0,3272,0,3154,921,921,920,0,0,0,0,0,0,10007
5600,2025-10-01 14:54:05,192.168.99.3,S2.cisco.local,22061353,213502,0,343689,0,905,923,923,922,0,0,0,0,0,0,10011
5601,2025-10-01 14:54:05,192.168.99.4,S3.cisco.local,57440013,22029122,0,894542,0,343066,791,791,790,0,0,0,0,0,0,10001
5602,2025-10-01 14:54:20,192.168.99.1,R1.cisco.local,88244731,23259936,0,1362938,0,386629,11368,11053,4763,0,0,381084,315,0,0,2
5603,2025-10-01 14:54:20,192.168.99.2,S1.cisco.local,132816,177068,0,1066,0,795,881,881,880,0,0,0,0,0,0,10004
5604,2025-10-01 14:54:20,192.168.99.2,S1.cisco.local,109955,170244,0,856,0,641,883,883,882,0,0,0,0,0,0,10009
5605,2025-10-01 14:54:20,192.168.99.3,S2.cisco.local,104081,217131,0,763,0,569,947,947,946,0,0,0,0,0,0,10002
5606,2025-10-01 14:54:20,192.168.99.3,S2.cisco.local,447130,432682,0,3352,0,3235,949,949,948,0,0,0,0,0,0,10007
5607,2025-10-01 14:54:20,192.168.99.3,S2.cisco.local,22066349,215030,0,343747,0,919,951,951,950,0,0,0,0,0,0,10011
5608,2025-10-01 14:54:20,192.168.99.4,S3.cisco.local,57440013,22029698,0,894542,0,343068,815,815,814,0,0,0,0,0,0,10001
5609,2025-10-01 14:54:35,192.168.99.1,R1.cisco.local,88269235,23279390,0,1363182,0,386817,11454,11139,4791,0,0,381240,315,0,0,2
5610,2025-10-01 14:54:35,192.168.99.2,S1.cisco.local,134433,178236,0,1085,0,804,907,907,906,0,0,0,0,0,0,10004
5611,2025-10-01 14:54:36,192.168.99.2,S1.cisco.local,110275,170968,0,860,0,644,909,909,908,0,0,0,0,0,0,10009
5612,2025-10-01 14:54:36,192.168.99.3,S2.cisco.local,104777,217993,0,772,0,575,975,975,974,0,0,0,0,0,0,10002
5613,2025-10-01 14:54:36,192.168.99.3,S2.cisco.local,455709,442186,0,3431,0,3316,977,977,976,0,0,0,0,0,0,10007
5614,2025-10-01 14:54:36,192.168.99.3,S2.cisco.local,22070750,216632,0,343799,0,935,979,979,978,0,0,0,0,0,0,10011
5615,2025-10-01 14:54:36,192.168.99.4,S3.cisco.local,57440013,22030274,0,894542,0,343069,839,839,838,0,0,0,0,0,0,10001
5616,2025-10-01 14:54:51,192.168.99.1,R1.cisco.local,88292646,23298880,0,1363404,0,387000,11520,11205,4815,0,0,381396,315,0,0,2
5617,2025-10-01 14:54:51,192.168.99.2,S1.cisco.local,135155,179236,0,1093,0,811,933,933,932,0,0,0,0,0,0,10004
5618,2025-10-01 14:54:51,192.168.99.2,S1.cisco.local,110419,172232,0,862,0,648,935,935,934,0,0,0,0,0,0,10009
5619,2025-10-01 14:54:51,192.168.99.3,S2.cisco.local,104935,219850,0,774,0,577,1003,1003,1002,0,0,0,0,0,0,10002
5620,2025-10-01 14:54:51,192.168.99.3,S2.cisco.local,464928,452525,0,3512,0,3398,1005,1005,1004,0,0,0,0,0,0,10007
5621,2025-10-01 14:54:51,192.168.99.3,S2.cisco.local,22075687,219353,0,343853,0,952,1007,1007,1006,0,0,0,0,0,0,10011
5622,2025-10-01 14:54:51,192.168.99.4,S3.cisco.local,57440013,22030914,0,894542,0,343071,863,863,862,0,0,0,0,0,0,10001
5623,2025-10-01 14:55:06,192.168.99.1,R1.cisco.local,88319949,23319392,0,1363669,0,387205,11629,11314,4860,0,0,381552,315,0,0,2
5624,2025-10-01 14:55:07,192.168.99.2,S1.cisco.local,135813,180530,0,1100,0,816,959,959,958,0,0,0,0,0,0,10004
5625,2025-10-01 14:55:07,192.168.99.2,S1.cisco.local,110419,172744,0,862,0,649,961,961,960,0,0,0,0,0,0,10009
5626,2025-10-01 14:55:07,192.168.99.3,S2.cisco.local,104935,222172,0,774,0,579,1031,1031,1030,0,0,0,0,0,0,10002
5627,2025-10-01 14:55:07,192.168.99.3,S2.cisco.local,477444,464139,0,3620,0,3504,1033,1033,1032,0,0,0,0,0,0,10007
5628,2025-10-01 14:55:07,192.168.99.3,S2.cisco.local,22082497,223429,0,343929,0,976,1035,1035,1034,0,0,0,0,0,0,10011
5629,2025-10-01 14:55:07,192.168.99.4,S3.cisco.local,57440013,22032013,0,894542,0,343073,887,887,886,0,0,0,0,0,0,10001
5630,2025-10-01 14:55:22,192.168.99.1,R1.cisco.local,88347852,23341292,0,1363951,0,387424,11733,11418,4899,0,0,381729,315,0,0,2
5631,2025-10-01 14:55:22,192.168.99.2,S1.cisco.local,136377,181466,0,1106,0,822,985,985,984,0,0,0,0,0,0,10004
5632,2025-10-01 14:55:22,192.168.99.2,S1.cisco.local,110419,173384,0,862,0,651,987,987,986,0,0,0,0,0,0,10009
5633,2025-10-01 14:55:22,192.168.99.3,S2.cisco.local,105887,224052,0,785,0,591,1059,1059,1058,0,0,0,0,0,0,10002
5634,2025-10-01 14:55:22,192.168.99.3,S2.cisco.local,487978,474869,0,3721,0,3603,1061,1061,1060,0,0,0,0,0,0,10007
5635,2025-10-01 14:55:23,192.168.99.3,S2.cisco.local,22089184,225959,0,344009,0,999,1063,1063,1062,0,0,0,0,0,0,10011
5636,2025-10-01 14:55:23,192.168.99.4,S3.cisco.local,57440907,22033477,0,894552,0,343085,911,911,910,0,0,0,0,0,0,10001
5637,2025-10-01 14:55:38,192.168.99.1,R1.cisco.local,88371514,23361900,0,1364176,0,387614,11788,11473,4917,0,0,381898,315,0,0,2
5638,2025-10-01 14:55:38,192.168.99.2,S1.cisco.local,136911,182392,0,1112,0,828,1011,1011,1010,0,0,0,0,0,0,10004
5639,2025-10-01 14:55:38,192.168.99.2,S1.cisco.local,110419,174510,0,862,0,653,1013,1013,1012,0,0,0,0,0,0,10009
5640,2025-10-01 14:55:38,192.168.99.3,S2.cisco.local,106554,225480,0,793,0,597,1087,1087,1086,0,0,0,0,0,0,10002
5641,2025-10-01 14:55:38,192.168.99.3,S2.cisco.local,496557,484309,0,3800,0,3683,1089,1089,1088,0,0,0,0,0,0,10007
5642,2025-10-01 14:55:38,192.168.99.3,S2.cisco.local,22093332,227433,0,344056,0,1013,1091,1091,1090,0,0,0,0,0,0,10011
5643,2025-10-01 14:55:38,192.168.99.4,S3.cisco.local,57441823,22034784,0,894557,0,343095,935,935,934,0,0,0,0,0,0,10001
5644,2025-10-01 14:55:53,192.168.99.1,R1.cisco.local,88397492,23383614,0,1364428,0,387831,11862,11547,4954,0,0,382075,315,0,0,2
5645,2025-10-01 14:55:53,192.168.99.2,S1.cisco.local,138711,184718,0,1132,0,844,1037,1037,1036,0,0,0,0,0,0,10004
5646,2025-10-01 14:55:53,192.168.99.2,S1.cisco.local,110419,175086,0,862,0,654,1039,1039,1038,0,0,0,0,0,0,10009
5647,2025-10-01 14:55:54,192.168.99.3,S2.cisco.local,107024,227000,0,799,0,600,1115,1115,1114,0,0,0,0,0,0,10002
5648,2025-10-01 14:55:54,192.168.99.3,S2.cisco.local,508264,496801,0,3912,0,3794,1117,1117,1116,0,0,0,0,0,0,10007
5649,2025-10-01 14:55:54,192.168.99.3,S2.cisco.local,22096771,229832,0,344095,0,1028,1119,1119,1118,0,0,0,0,0,0,10011
5650,2025-10-01 14:55:54,192.168.99.4,S3.cisco.local,57442717,22036314,0,894567,0,343107,959,959,958,0,0,0,0,0,0,10001
5651,2025-10-01 14:56:09,192.168.99.1,R1.cisco.local,88424753,23406003,0,1364685,0,388046,11951,11636,4997,0,0,382242,315,0,0,2
5652,2025-10-01 14:56:09,192.168.99.2,S1.cisco.local,139827,187080,0,1145,0,854,1063,1063,1062,0,0,0,0,0,0,10004
5653,2025-10-01 14:56:09,192.168.99.2,S1.cisco.local,110419,175726,0,862,0,656,1065,1065,1064,0,0,0,0,0,0,10009
5654,2025-10-01 14:56:09,192.168.99.3,S2.cisco.local,107888,230890,0,809,0,606,1143,1143,1142,0,0,0,0,0,0,10002
5655,2025-10-01 14:56:09,192.168.99.3,S2.cisco.local,520327,506495,0,4004,0,3885,1145,1145,1144,0,0,0,0,0,0,10007
5656,2025-10-01 14:56:09,192.168.99.3,S2.cisco.local,22100986,234462,0,344144,0,1044,1147,1147,1146,0,0,0,0,0,0,10011
5657,2025-10-01 14:56:09,192.168.99.4,S3.cisco.local,57444143,22037965,0,894571,0,343116,983,983,982,0,0,0,0,0,0,10001
5658,2025-10-01 14:56:24,192.168.99.1,R1.cisco.local,88446964,23424811,0,1364891,0,388225,12002,11687,5018,0,0,382398,315,0,0,2
5659,2025-10-01 14:56:25,192.168.99.2,S1.cisco.local,140485,187888,0,1152,0,859,1089,1089,1088,0,0,0,0,0,0,10004
5660,2025-10-01 14:56:25,192.168.99.2,S1.cisco.local,110419,176238,0,862,0,657,1091,1091,1090,0,0,0,0,0,0,10009
5661,2025-10-01 14:56:25,192.168.99.3,S2.cisco.local,108208,231950,0,813,0,609,1171,1171,1170,0,0,0,0,0,0,10002
5662,2025-10-01 14:56:25,192.168.99.3,S2.cisco.local,531493,518011,0,4106,0,3985,1173,1173,1172,0,0,0,0,0,0,10007
5663,2025-10-01 14:56:25,192.168.99.3,S2.cisco.local,22104290,236400,0,344177,0,1059,1175,1175,1174,0,0,0,0,0,0,10011
5664,2025-10-01 14:56:25,192.168.99.4,S3.cisco.local,57444143,22038477,0,894571,0,343117,1007,1007,1006,0,0,0,0,0,0,10001
5665,2025-10-01 14:56:40,192.168.99.1,R1.cisco.local,88482435,23457845,0,1365177,0,388489,12047,11732,5040,0,0,382636,315,0,0,2
5666,2025-10-01 14:56:40,192.168.99.2,S1.cisco.local,142518,197164,0,1173,0,877,1115,1115,1114,0,0,0,0,0,0,10004
5667,2025-10-01 14:56:40,192.168.99.2,S1.cisco.local,110908,177650,0,868,0,663,1117,1117,1116,0,0,0,0,0,0,10009
5668,2025-10-01 14:56:40,192.168.99.3,S2.cisco.local,110279,234846,0,844,0,640,1199,1199,1198,0,0,0,0,0,0,10002
5669,2025-10-01 14:56:40,192.168.99.3,S2.cisco.local,538797,525947,0,4174,0,4052,1201,1201,1200,0,0,0,0,0,0,10007
5670,2025-10-01 14:56:40,192.168.99.3,S2.cisco.local,22106121,237578,0,344198,0,1069,1203,1203,1202,0,0,0,0,0,0,10011
5671,2025-10-01 14:56:41,192.168.99.4,S3.cisco.local,57454729,22042325,0,894611,0,343161,1031,1031,1030,0,0,0,0,0,0,10001
5672,2025-10-01 14:56:56,192.168.99.1,R1.cisco.local,88516500,23489808,0,1365419,0,388712,12087,11772,5059,0,0,382836,315,0,0,2
5673,2025-10-01 14:56:56,192.168.99.2,S1.cisco.local,144809,206463,0,1198,0,895,1141,1141,1140,0,0,0,0,0,0,10004
5674,2025-10-01 14:56:56,192.168.99.2,S1.cisco.local,111323,178448,0,873,0,667,1143,1143,1142,0,0,0,0,0,0,10009
5675,2025-10-01 14:56:56,192.168.99.3,S2.cisco.local,111728,239403,0,859,0,651,1227,1227,1226,0,0,0,0,0,0,10002
5676,2025-10-01 14:56:56,192.168.99.3,S2.cisco.local,550393,538621,0,4283,0,4159,1229,1229,1228,0,0,0,0,0,0,10007
5677,2025-10-01 14:56:56,192.168.99.3,S2.cisco.local,22107511,239479,0,344215,0,1079,1231,1231,1230,0,0,0,0,0,0,10011
5678,2025-10-01 14:56:56,192.168.99.4,S3.cisco.local,57465687,22045715,0,894630,0,343187,1055,1055,1054,0,0,0,0,0,0,10001
5679,2025-10-01 14:57:11,192.168.99.1,R1.cisco.local,88546211,23517167,0,1365643,0,388916,12126,11811,5077,0,0,383021,315,0,0,2
5680,2025-10-01 14:57:11,192.168.99.2,S1.cisco.local,145719,207537,0,1208,0,903,1167,1167,1166,0,0,0,0,0,0,10004
5681,2025-10-01 14:57:11,192.168.99.2,S1.cisco.local,111793,179310,0,878,0,672,1169,1169,1168,0,0,0,0,0,0,10009
5682,2025-10-01 14:57:12,192.168.99.3,S2.cisco.local,113413,247745,0,878,0,668,1255,1255,1254,0,0,0,0,0,0,10002
5683,2025-10-01 14:57:12,192.168.99.3,S2.cisco.local,556920,545691,0,4342,0,4216,1257,1257,1256,0,0,0,0,0,0,10007
5684,2025-10-01 14:57:12,192.168.99.3,S2.cisco.local,22109027,240435,0,344231,0,1086,1259,1259,1258,0,0,0,0,0,0,10011
5685,2025-10-01 14:57:12,192.168.99.4,S3.cisco.local,57473359,22047624,0,894644,0,343204,1079,1079,1078,0,0,0,0,0,0,10001
5686,2025-10-01 14:57:27,192.168.99.1,R1.cisco.local,88570994,23538322,0,1365891,0,389127,12189,11874,5101,0,0,383204,315,0,0,2
5687,2025-10-01 14:57:27,192.168.99.2,S1.cisco.local,147427,209656,0,1230,0,923,1193,1193,1192,0,0,0,0,0,0,10004
5688,2025-10-01 14:57:27,192.168.99.2,S1.cisco.local,113117,180532,0,893,0,682,1195,1195,1194,0,0,0,0,0,0,10009
5689,2025-10-01 14:57:27,192.168.99.3,S2.cisco.local,113413,248385,0,878,0,670,1283,1283,1282,0,0,0,0,0,0,10002
5690,2025-10-01 14:57:27,192.168.99.3,S2.cisco.local,568002,557857,0,4445,0,4321,1285,1285,1284,0,0,0,0,0,0,10007
5691,2025-10-01 14:57:27,192.168.99.3,S2.cisco.local,22112659,242101,0,344274,0,1102,1287,1287,1286,0,0,0,0,0,0,10011
5692,2025-10-01 14:57:27,192.168.99.4,S3.cisco.local,57474542,22049062,0,894658,0,343219,1103,1103,1102,0,0,0,0,0,0,10001
5693,2025-10-01 14:57:42,192.168.99.1,R1.cisco.local,88599812,23562450,0,1366175,0,389362,12265,11950,5127,0,0,383394,315,0,0,2
5694,2025-10-01 14:57:42,192.168.99.2,S1.cisco.local,148649,210931,0,1245,0,934,1219,1219,1218,0,0,0,0,0,0,10004
5695,2025-10-01 14:57:43,192.168.99.2,S1.cisco.local,114017,181900,0,903,0,688,1221,1221,1220,0,0,0,0,0,0,10009
5696,2025-10-01 14:57:43,192.168.99.3,S2.cisco.local,114015,250595,0,887,0,681,1311,1311,1310,0,0,0,0,0,0,10002
5697,2025-10-01 14:57:43,192.168.99.3,S2.cisco.local,574142,564891,0,4501,0,4379,1313,1313,1312,0,0,0,0,0,0,10007
5698,2025-10-01 14:57:43,192.168.99.3,S2.cisco.local,22117460,243989,0,344331,0,1121,1315,1315,1314,0,0,0,0,0,0,10011
5699,2025-10-01 14:57:43,192.168.99.4,S3.cisco.local,57477322,22051494,0,894682,0,343246,1127,1127,1126,0,0,0,0,0,0,10001
5700,2025-10-01 14:57:58,192.168.99.1,R1.cisco.local,88630243,23585389,0,1366486,0,389590,12383,12068,5160,0,0,383602,315,0,0,2
5701,2025-10-01 14:57:58,192.168.99.2,S1.cisco.local,151029,213489,0,1276,0,954,1245,1245,1244,0,0,0,0,0,0,10004
5702,2025-10-01 14:57:58,192.168.99.2,S1.cisco.local,116204,183280,0,928,0,700,1247,1247,1246,0,0,0,0,0,0,10009
5703,2025-10-01 14:57:58,192.168.99.3,S2.cisco.local,114015,251631,0,887,0,682,1339,1339,1338,0,0,0,0,0,0,10002
5704,2025-10-01 14:57:58,192.168.99.3,S2.cisco.local,587567,579320,0,4626,0,4499,1341,1341,1340,0,0,0,0,0,0,10007
5705,2025-10-01 14:57:58,192.168.99.3,S2.cisco.local,22123729,246422,0,344405,0,1141,1343,1343,1342,0,0,0,0,0,0,10011
5706,2025-10-01 14:57:58,192.168.99.4,S3.cisco.local,57478774,22054311,0,894698,0,343268,1151,1151,1150,0,0,0,0,0,0,10001
5707,2025-10-01 14:58:13,192.168.99.1,R1.cisco.local,88657518,23607119,0,1366755,0,389802,12471,12156,5189,0,0,383781,315,0,0,2
5708,2025-10-01 14:58:14,192.168.99.2,S1.cisco.local,152477,214782,0,1294,0,965,1271,1271,1270,0,0,0,0,0,0,10004
5709,2025-10-01 14:58:14,192.168.99.2,S1.cisco.local,117428,184290,0,943,0,707,1273,1273,1272,0,0,0,0,0,0,10009
5710,2025-10-01 14:58:14,192.168.99.3,S2.cisco.local,114743,254854,0,896,0,686,1367,1367,1366,0,0,0,0,0,0,10002
5711,2025-10-01 14:58:14,192.168.99.3,S2.cisco.local,596543,586818,0,4691,0,4562,1369,1369,1368,0,0,0,0,0,0,10007
5712,2025-10-01 14:58:14,192.168.99.3,S2.cisco.local,22127348,250247,0,344446,0,1153,1371,1371,1370,0,0,0,0,0,0,10011
5713,2025-10-01 14:58:14,192.168.99.4,S3.cisco.local,57480087,22055845,0,894708,0,343282,1175,1175,1174,0,0,0,0,0,0,10001
5714,2025-10-01 14:58:29,192.168.99.1,R1.cisco.local,88688708,23632702,0,1367056,0,390038,12569,12254,5220,0,0,383983,315,0,0,2
5715,2025-10-01 14:58:29,192.168.99.2,S1.cisco.local,155471,216851,0,1331,0,986,1297,1297,1296,0,0,0,0,0,0,10004
5716,2025-10-01 14:58:29,192.168.99.2,S1.cisco.local,119130,186352,0,963,0,722,1299,1299,1298,0,0,0,0,0,0,10009
5717,2025-10-01 14:58:29,192.168.99.3,S2.cisco.local,116026,255652,0,911,0,690,1395,1395,1394,0,0,0,0,0,0,10002
5718,2025-10-01 14:58:29,192.168.99.3,S2.cisco.local,609702,602382,0,4812,0,4682,1397,1397,1396,0,0,0,0,0,0,10007
5719,2025-10-01 14:58:29,192.168.99.3,S2.cisco.local,22131690,251923,0,344496,0,1169,1399,1399,1398,0,0,0,0,0,0,10011
5720,2025-10-01 14:58:30,192.168.99.4,S3.cisco.local,57483590,22058615,0,894730,0,343308,1199,1199,1198,0,0,0,0,0,0,10001
5721,2025-10-01 14:58:45,192.168.99.1,R1.cisco.local,88727396,23665549,0,1367357,0,390286,12653,12338,5249,0,0,384198,315,0,0,2
5722,2025-10-01 14:58:45,192.168.99.2,S1.cisco.local,156637,219769,0,1346,0,999,1323,1323,1322,0,0,0,0,0,0,10004
5723,2025-10-01 14:58:45,192.168.99.2,S1.cisco.local,120571,187574,0,980,0,732,1325,1325,1324,0,0,0,0,0,0,10009
5724,2025-10-01 14:58:45,192.168.99.3,S2.cisco.local,117420,257186,0,928,0,698,1423,1423,1422,0,0,0,0,0,0,10002
5725,2025-10-01 14:58:45,192.168.99.3,S2.cisco.local,616105,617712,0,4874,0,4745,1425,1425,1424,0,0,0,0,0,0,10007
5726,2025-10-01 14:58:45,192.168.99.3,S2.cisco.local,22135516,253902,0,344538,0,1183,1427,1427,1426,0,0,0,0,0,0,10011
5727,2025-10-01 14:58:45,192.168.99.4,S3.cisco.local,57494594,22061623,0,894758,0,343340,1223,1223,1222,0,0,0,0,0,0,10001
5728,2025-10-01 14:59:00,192.168.99.1,R1.cisco.local,88753068,23688257,0,1367582,0,390481,12704,12389,5269,0,0,384372,315,0,0,2
5729,2025-10-01 14:59:00,192.168.99.2,S1.cisco.local,157577,220705,0,1356,0,1005,1349,1349,1348,0,0,0,0,0,0,10004
5730,2025-10-01 14:59:00,192.168.99.2,S1.cisco.local,123133,191749,0,1009,0,747,1351,1351,1350,0,0,0,0,0,0,10009
5731,2025-10-01 14:59:01,192.168.99.3,S2.cisco.local,117675,257836,0,931,0,700,1451,1451,1450,0,0,0,0,0,0,10002
5732,2025-10-01 14:59:01,192.168.99.3,S2.cisco.local,629536,632232,0,5000,0,4872,1453,1453,1452,0,0,0,0,0,0,10007
5733,2025-10-01 14:59:01,192.168.99.3,S2.cisco.local,22137546,255144,0,344561,0,1193,1455,1455,1454,0,0,0,0,0,0,10011
5734,2025-10-01 14:59:01,192.168.99.4,S3.cisco.local,57497675,22063735,0,894765,0,343353,1247,1247,1246,0,0,0,0,0,0,10001
5735,2025-10-01 14:59:16,192.168.99.1,R1.cisco.local,88789079,23717111,0,1367918,0,390743,12814,12499,5303,0,0,384596,315,0,0,2
5736,2025-10-01 14:59:16,192.168.99.2,S1.cisco.local,158111,221493,0,1362,0,1009,1375,1375,1374,0,0,0,0,0,0,10004
5737,2025-10-01 14:59:16,192.168.99.2,S1.cisco.local,127262,197972,0,1056,0,772,1377,1377,1376,0,0,0,0,0,0,10009
5738,2025-10-01 14:59:16,192.168.99.3,S2.cisco.local,117675,258412,0,931,0,702,1479,1479,1478,0,0,0,0,0,0,10002
5739,2025-10-01 14:59:16,192.168.99.3,S2.cisco.local,634462,638166,0,5050,0,4924,1481,1481,1480,0,0,0,0,0,0,10007
5740,2025-10-01 14:59:16,192.168.99.3,S2.cisco.local,22143986,257264,0,344636,0,1216,1483,1483,1482,0,0,0,0,0,0,10011
5741,2025-10-01 14:59:16,192.168.99.4,S3.cisco.local,57503964,22067188,0,894796,0,343391,1271,1271,1270,0,0,0,0,0,0,10001
5742,2025-10-01 14:59:31,192.168.99.1,R1.cisco.local,89403838,23993779,0,1377373,0,395358,12908,12590,5333,0,0,386509,318,0,1,2
5743,2025-10-01 14:59:32,192.168.99.2,S1.cisco.local,159245,222999,0,1375,0,1017,1401,1401,1400,0,0,0,0,0,1,10004
