ifInOctets,ifOutOctets,ifOutDiscards,ifInUcastPkts,ifInDiscards,ifOutUcastPkts,ipInReceives,ipInDelivers,ipOutRequests,ipOutDiscards,ipInDiscards,ipForwDatagrams,ipOutNoRoutes,ipInAddrErrors,label
-0.5994095978850668,-0.5285651415314899,0.0,-0.6085201901326673,0.0,-0.5507778213711624,-0.9044582141034048,-0.9232148899987977,-1.0225171995746087,0.16311473884584413,0.0,-0.36004393488505015,-0.3780692893848749,0.0,0
-0.5805536565219173,-0.48323692630478743,0.0,-0.602717660712651,0.0,-0.5391131078036083,0.4370766268322787,0.48039673114851134,0.1149157574047688,-1.1960999625683568,0.0,-0.35263445931418363,-0.3442236156442802,0.0,0
-0.6076085486412336,-0.5590369471752322,0.0,-0.607221315069128,0.0,-0.5492434628941995,-0.9047958770384502,-0.9235687268009021,-1.0217610282164253,1.5223294402600451,0.0,-0.36004393488505015,-0.3780692893848749,0.0,0
-0.5959977010889355,-0.5226836522976567,0.0,-0.6059610449306104,0.0,-0.546283475849546,-0.8862806927667898,-0.9041666754855177,-1.007847475225852,2.881544141674246,0.0,-0.36004393488505015,-0.3780692893848749,0.0,0
-0.5994095978850668,-0.5285607512533796,0.0,-0.6085201901326673,0.0,-0.5507772935560689,-0.9044019369475638,-0.923155917198447,-1.0224415824387902,0.16311473884584413,0.0,-0.36004393488505015,-0.3780692893848749,0.0,0
-0.5805386867334911,-0.48320593711515814,0.0,-0.6027096734867844,0.0,-0.5390999124262694,0.43910260444255156,0.48251975196113694,0.11627686584949881,-1.1960999625683568,0.0,-0.352630325331161,-0.3442236156442802,0.0,0
-0.6076017081810404,-0.5590087276337076,0.0,-0.6072184624884613,0.0,-0.5492366012979834,-0.9047395998826093,-0.9235097540005514,-1.021685411080607,1.5223294402600451,0.0,-0.36004393488505015,-0.3780692893848749,0.0,0
-0.5959917474645495,-0.5226717333785684,0.0,-0.6059562906294994,0.0,-0.5462771420684233,-0.8862244156109489,-0.9041077026851669,-1.0077718580900334,2.881544141674246,0.0,-0.36004393488505015,-0.3780692893848749,0.0,0
-0.5994095978850668,-0.5285513275900143,0.0,-0.6085201901326673,0.0,-0.5507762379258817,-0.9043456597917229,-0.9230969443980963,-1.022365965302972,0.16311473884584413,0.0,-0.36004393488505015,-0.3780692893848749,0.0,0
-0.5805215175922628,-0.4831698716664639,0.0,-0.6027009255727401,0.0,-0.5390819667130886,0.44124113636450624,0.48476071837446405,0.11809167710913882,-1.1960999625683568,0.0,-0.3526261913481384,-0.3442236156442802,0.0,0
-0.6075834541440079,-0.5589864589769651,0.0,-0.6072146590475725,0.0,-0.5492271006262993,-0.9046833227267683,-0.9234507812002006,-1.0216097939447886,1.5223294402600451,0.0,-0.36004393488505015,-0.3780692893848749,0.0,0
-0.5959865860801513,-0.5226599002070995,0.0,-0.6059521068445216,0.0,-0.546270280472207,-0.886168138455108,-0.9040487298848162,-1.0076962409542152,2.881544141674246,0.0,-0.36004393488505015,-0.3780692893848749,0.0,0
-0.5994095978850668,-0.528546937311904,0.0,-0.6085201901326673,0.0,-0.5507757101107882,-0.904289382635882,-0.9230379715977456,-1.0222903481671537,0.16311473884584413,0.0,-0.36004393488505015,-0.3780692893848749,0.0,0
-0.5805063586121977,-0.4831307021539496,0.0,-0.6026925580027847,0.0,-0.5390645488150013,0.44332339113062,0.4869427119874404,0.11998210550459716,-1.1960999625683568,0.0,-0.35262205736511576,-0.3442236156442802,0.0,0
-0.6075763269402371,-0.5589612491768793,0.0,-0.6072108556066836,0.0,-0.5492165443244282,-0.9046270455709274,-0.9233918083998499,-1.0215341768089703,1.5223294402600451,0.0,-0.36004393488505015,-0.3780692893848749,0.0,0
-0.5959816138873921,-0.5226440368975217,0.0,-0.6059481132315884,0.0,-0.5462639466910845,-0.8861118612992671,-0.9039897570844655,-1.007620623818397,2.881544141674246,0.0,-0.36004393488505015,-0.3780692893848749,0.0,0
-0.5994095978850668,-0.5285414494642664,0.0,-0.6085201901326673,0.0,-0.550774654480601,-0.9042331054800411,-0.9229789987973949,-1.0222147310313352,0.16311473884584413,0.0,-0.36004393488505015,-0.3780692893848749,0.0,0
-0.580491252842281,-0.4830986496938405,0.0,-0.6026845707769181,0.0,-0.5390502978074753,0.445293091585052,0.4890067599997153,0.12134321394932718,-1.1960999625683568,0.0,-0.35261792338209313,-0.3442236156442802,0.0,0
-0.6075713695280747,-0.5589412356825254,0.0,-0.6072089538862393,0.0,-0.5492107383583992,-0.9045707684150865,-0.9233328355994992,-1.021458559673152,1.5223294402600451,0.0,-0.36004393488505015,-0.3780692893848749,0.0,0
